type,locality,latitude,longitude,lease_type,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,rent,lift,gym,internet,ac,club,intercom,pool,cpa,fs,servant,security,sc,gp,park,rwh,stp,hk,pb,vp,activation_day,activation_month,activation_year,Total_amenities
2,Harlur,12.9136455,77.6708005,4,1,1,3,1105,0.0,2.0,1,2.0,11.0,14.0,2,1,1.0,28000.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,6,4,2018,17
2,Madiwala,12.92216916,77.62016466,4,1,1,2,600,10.0,1.0,6,2.0,1.0,1.0,1,3,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,25,3,2018,3
1,BTM 1st Stage,12.92094742,77.61351502,4,1,1,1,600,5.0,1.0,1,1.0,1.0,2.0,1,3,1.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2017,1
2,Mullur,12.90182626,77.72311527,4,0,0,1,800,2.0,1.0,1,0.0,2.0,2.0,3,3,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,2018,1
3,Ulsoor,12.98227479,77.62459394,2,0,1,3,1500,4.0,2.0,2,6.0,1.0,3.0,2,3,1.0,25000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,2017,2
2,Kasavanahalli,12.9087561,77.67677517,4,0,1,3,1100,5.0,2.0,2,2.0,4.0,4.0,3,1,1.0,21000.0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,30,10,2017,15
2,HSR Layout,12.91151246,77.63229006,4,0,1,1,1000,6.0,2.0,1,2.0,1.0,3.0,2,3,0.0,19000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,2018,2
2,Maruthi Nagar,12.92651136,77.61470882,2,1,1,3,700,15.0,2.0,2,3.0,1.0,2.0,1,3,1.0,14500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,11,2018,3
3,Jayanagar 5th Block,12.91767971,77.58527147,2,1,1,1,1250,30.0,2.0,1,3.0,0.0,2.0,2,3,0.0,22000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,2017,1
3,"Kundalahalli Colony,Brookefield",12.97167663,77.71304485,4,1,1,3,1500,8.0,3.0,2,4.0,1.0,9.0,1,1,3.0,30000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,7,11,2017,16
2,Panathur,12.93701533,77.70752191,1,1,1,3,1000,1.0,2.0,3,2.0,1.0,4.0,3,1,2.0,18000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,20,7,2018,6
2,Whitefield,12.96703497,77.75391446,4,1,1,3,1000,1.0,1.0,1,2.0,0.0,4.0,3,3,1.0,13000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,5,2018,1
2,Mahadevapura,12.99133772,77.66857191,4,0,0,3,1200,10.0,2.0,1,3.0,2.0,2.0,2,3,1.0,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,2018,1
2,Banashankari,12.90956342,77.56850845,4,1,1,1,600,7.0,1.0,2,1.0,1.0,2.0,1,3,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,2017,1
2,BTM 2nd Stage,12.91061588,77.60624085,4,0,1,3,750,14.0,1.0,1,4.0,2.0,3.0,3,3,0.0,15500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2018,0
1,Indiranagar,12.97909752,77.64662441,1,0,1,0,400,10.0,1.0,2,1.0,1.0,2.0,2,3,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,4,2018,2
3,Nagarbhavi,12.98048769,77.51179278,2,1,1,3,1600,16.0,2.0,2,2.0,0.0,0.0,1,2,1.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,2017,1
2,Munnekollal,12.9495026,77.7138213,4,1,1,3,1320,3.0,2.0,2,2.0,3.0,5.0,2,1,3.0,21500.0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,10,10,2017,9
3,"Ramagondanahalli,Whitefield",12.9573461,77.7412366,4,1,2,3,1635,3.0,3.0,2,3.0,2.0,8.0,2,1,3.0,50000.0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,7,3,2018,15
1,Munnekollal,12.94800384,77.70852869,1,0,1,1,550,4.0,1.0,2,1.0,3.0,3.0,3,3,0.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,3,2018,2
4,Whitefield,12.95866538,77.74529803,4,1,1,3,3537,8.0,5.0,1,3.0,4.0,4.0,2,1,4.0,50000.0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,18,5,2018,11
2,Rajaji Nagar,12.99842594,77.55689447,2,1,1,3,1000,9.0,2.0,3,3.0,2.0,4.0,2,1,0.0,21000.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,18,12,2017,4
2,Murugeshpalya,12.95871724,77.65649345,4,1,1,3,750,10.0,2.0,3,2.0,0.0,1.0,2,2,0.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,3,2018,3
3,JP Nagar,12.90381,77.5727678,4,1,2,3,1810,5.0,3.0,1,10.0,5.0,10.0,1,1,4.0,45000.0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,23,7,2018,13
2,JP Nagar,12.911588,77.57311786,4,1,1,1,1100,10.0,2.0,1,3.0,2.0,2.0,1,3,2.0,22000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,24,5,2018,3
1,Koramangala,12.93438282,77.62103589,4,0,2,0,500,1.0,1.0,3,1.0,1.0,5.0,1,1,0.0,26000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,6,4,2018,6
1,JP Nagar,12.91498032,77.58799088,4,0,0,2,300,10.0,1.0,1,0.0,1.0,2.0,1,3,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,5,2018,3
2,Brookefield,12.95762286,77.71923743,2,0,1,0,1500,1.0,2.0,2,2.0,1.0,2.0,2,3,2.0,20500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,2018,1
2,HSR 6th Sector,12.9160189,77.63001168,4,0,1,1,1500,5.0,2.0,1,2.0,2.0,2.0,1,3,4.0,29000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,2017,1
3,"Kundalahalli Colony,Brookefield",12.9673089,77.7114052,2,0,1,3,2100,9.0,3.0,3,3.0,2.0,5.0,1,1,2.0,35000.0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,27,5,2018,15
3,Whitefield Hope Farm Junction,12.9837615,77.7524946,2,1,1,2,1833,10.0,3.0,4,3.0,2.0,3.0,2,1,2.0,37000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,7,4,2017,16
2,RR Nagar,12.90426467,77.52861187,2,1,1,1,900,4.0,1.0,2,4.0,3.0,4.0,1,3,1.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,2018,2
2,BTM 2nd Stage,12.91420597,77.61107636,2,0,1,1,750,5.0,2.0,1,2.0,1.0,4.0,2,2,1.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,2018,1
1,Banashankari 3rd Stage,12.92874542,77.56220128,4,1,1,1,600,6.0,1.0,1,1.0,0.0,2.0,2,3,0.0,9500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,2,2018,2
1,Basaveshwar Nagar,12.98353975,77.53466162,2,1,1,0,500,0.0,1.0,2,2.0,2.0,2.0,2,3,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14,3,2018,3
2,Rajarajeshwari Nagar,12.92185146,77.52028049,2,0,1,3,1850,4.0,2.0,4,2.0,1.0,4.0,2,1,2.0,17000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,5,2017,2
2,Jayanagara,12.93660072,77.57691394,2,0,1,1,1000,5.0,2.0,4,2.0,2.0,2.0,2,3,1.0,22000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2018,0
2,B Narayanapura,12.9942794,77.6778157,2,1,1,3,1251,2.0,2.0,1,2.0,1.0,4.0,2,1,2.0,18000.0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,9,5,2017,8
2,"Seetharampalya,Hoodi",12.989152,77.7138297,2,1,1,3,1200,0.0,2.0,3,2.0,3.0,4.0,3,1,2.0,23000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,30,7,2017,15
2,Madiwala,12.92425761,77.61588719,4,1,0,0,512,12.0,1.0,2,2.0,0.0,2.0,1,2,1.0,12500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,2,2018,2
2,Kasavanahalli,12.90190905,77.67848268,2,1,1,3,2400,0.0,2.0,2,3.0,2.0,5.0,3,1,1.0,18500.0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,26,5,2018,9
2,Hoodi,12.9909631,77.7160965,2,1,1,3,1415,5.0,2.0,1,2.0,4.0,8.0,1,1,1.0,24000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,21,8,2017,11
3,HSR Layout,12.90773296,77.64463043,2,0,1,3,1640,15.0,3.0,4,2.0,2.0,4.0,2,1,2.0,35000.0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,29,1,2018,7
2,HSR Layout,12.91851207,77.65180805,2,1,1,3,980,10.0,2.0,1,2.0,0.0,2.0,1,3,1.0,30000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,3,2018,2
2,Sampangiram Nagar,12.99165634,77.57446505,2,0,1,3,950,15.0,2.0,8,0.0,0.0,2.0,1,1,0.0,18000.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,8,6,2017,4
2,"Pai Layout,Mahadevapura",12.99502285,77.66690662,4,1,1,2,1100,10.0,2.0,2,2.0,0.0,5.0,1,1,1.0,21000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,19,7,2018,4
3,"NGR Layout,Bommanahalli",12.9097353,77.6244941,2,1,1,2,2000,1.0,3.0,2,3.0,4.0,4.0,2,1,2.0,23000.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,7,2018,4
2,"Mysore Road Satellite Bus Station, Bengaluru, Karnataka, India",12.952683,77.543783,2,1,1,3,1079,8.0,2.0,1,2.0,2.0,4.0,2,1,2.0,13500.0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,10,3,2017,10
3,Padmanabhanagar,12.91590566,77.55477613,2,1,1,3,1750,0.0,3.0,2,3.0,4.0,4.0,2,1,3.0,35000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,27,6,2018,6
2,"420/4, 13th Main Road, 5th Phase, J P Nagar Phase 5, JP Nagar, Bengaluru, Karnataka 560078, India,Bengaluru",12.9018551,77.59225197,2,1,1,3,1200,2.0,2.0,1,3.0,1.0,5.0,1,1,2.0,20000.0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,29,3,2018,9
2,Kumaraswamy Layout,12.90480321,77.56276715,4,1,1,1,900,4.0,2.0,1,2.0,3.0,3.0,3,3,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2018,1
2,Marathahalli,12.95193622,77.7131666,2,1,1,3,950,5.0,2.0,2,2.0,2.0,5.0,1,1,1.0,21000.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,7,1,2018,6
3,"Devasthanagalu,Varthur",12.9393087,77.7365409,2,1,1,3,1560,1.0,3.0,2,20.0,4.0,8.0,3,1,2.0,20000.0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,27,6,2018,12
3,Jayanagar,12.9274932,77.57589157,2,1,1,3,980,0.0,2.0,2,2.0,2.0,3.0,2,1,1.0,35000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,11,2018,3
3,RR Nagar,12.91485569,77.50874462,4,1,1,3,1320,1.0,2.0,1,1.0,4.0,4.0,2,1,2.0,15000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,22,7,2018,8
2,BSK 2nd Stage,12.91405825,77.56667377,2,0,1,1,900,15.0,2.0,1,2.0,2.0,2.0,1,1,1.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,20,7,2017,4
3,"Janatha Colony,Chikkabellandur",12.905303,77.7054126,4,1,1,2,1890,0.0,3.0,3,6.0,3.0,10.0,3,1,2.0,30000.0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,20,6,2018,14
3,"Munivenkatppa Layout,Bilekahalli",12.905026,77.6060408,2,1,1,3,2150,13.0,3.0,2,3.0,3.0,4.0,2,1,3.0,25000.0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,13,4,2018,9
2,Marathahalli,12.95321468,77.69750442,2,1,1,1,1200,1.0,2.0,1,2.0,0.0,2.0,1,3,1.0,19500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,2017,1
2,BTM Layout,12.91062699,77.60640648,2,1,1,1,700,15.0,1.0,1,2.0,1.0,2.0,3,3,1.0,15500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,8,2017,3
2,Chinnapanna Halli,12.97152346,77.70423763,4,1,1,3,900,2.0,2.0,2,2.0,3.0,3.0,2,3,1.0,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,2018,0
2,Nagondanahalli,12.97120195,77.76829835,4,1,1,3,1200,5.0,2.0,1,2.0,2.0,3.0,3,3,1.0,10800.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,2017,1
3,Banashankari,12.94054752,77.55497201,2,1,1,1,1650,10.0,2.0,1,3.0,0.0,2.0,1,3,1.0,26500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,2018,1
2,"Narayanappa Garden,Whitefield",12.9658604,77.7512197,2,1,1,3,1000,2.0,2.0,3,4.0,0.0,4.0,2,1,1.0,23000.0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,4,4,2018,12
2,Ashok Nagar,12.97153074,77.59495698,2,0,1,1,1200,5.0,2.0,2,2.0,2.0,3.0,2,3,0.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,2017,1
3,Hoodi,12.9940136,77.7156982,4,0,1,3,1810,5.0,2.0,1,6.0,2.0,6.0,2,1,3.0,28000.0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,3,2018,17
3,Banashankari,12.93794802,77.55700206,2,0,1,2,1200,3.0,2.0,2,3.0,2.0,5.0,2,1,2.0,24000.0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,3,3,2018,6
2,Bellandur,12.9270729,77.68781862,2,0,1,3,1100,7.0,2.0,2,2.0,1.0,4.0,3,1,1.0,22000.0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,5,12,2018,15
2,Chandra Layout,12.95433042,77.52267475,4,1,1,3,1000,3.0,2.0,1,2.0,1.0,3.0,1,3,0.0,15000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,2,2017,1
2,Whitefield,12.96734381,77.76208,4,1,1,3,1800,5.0,3.0,1,2.0,0.0,2.0,2,3,0.0,16000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,10,2018,1
1,Whitefield,12.96462546,77.75509691,2,0,0,1,800,5.0,1.0,2,0.0,0.0,0.0,2,2,0.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,2018,0
3,Whitefield,12.9697593,77.7355677,2,0,1,1,1600,1.0,3.0,3,3.0,2.0,5.0,3,1,2.0,23000.0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,29,4,2018,6
2,Pulikeshi Nagar,12.99593566,77.61556245,2,1,1,3,850,2.0,2.0,2,2.0,0.0,0.0,2,2,1.0,16500.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,5,9,2018,5
2,Thubarahalli,12.9449208,77.7094782,4,0,1,3,850,5.0,2.0,4,0.0,1.0,4.0,3,1,1.0,16000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,8,2017,2
1,Sheshadripuram,12.99222582,77.57827466,4,1,1,2,530,1.0,2.0,1,1.0,1.0,2.0,1,3,2.0,15000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,14,3,2018,3
1,Vijaya Nagar,12.96778663,77.51959328,4,1,1,0,400,45.0,1.0,4,1.0,1.0,1.0,1,3,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23,12,2017,3
2,Bommanahalli,12.91204375,77.62518642,2,1,1,3,905,7.0,2.0,1,2.0,0.0,4.0,1,1,2.0,14500.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,11,3,2017,7
3,Whitefield,12.9725619,77.7517539,4,1,1,3,1500,3.0,2.0,2,8.0,3.0,3.0,2,1,2.0,25000.0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,28,7,2018,10
2,Banashankari,12.93602091,77.55355136,4,1,1,1,1040,17.0,2.0,1,2.0,2.0,3.0,2,3,1.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,2018,0
3,shivajinagar,12.99260112,77.61126761,2,1,1,3,2200,18.0,2.0,2,4.0,2.0,2.0,1,3,1.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,2018,0
2,Sarjapur Road Post Railway Crossing,12.90436459,77.70708466,2,1,1,3,1050,1.0,2.0,2,2.0,12.0,12.0,2,1,2.0,28000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,13,7,2018,16
2,Ramamohanapuram,12.99651871,77.56429996,2,0,1,1,600,10.0,2.0,1,2.0,2.0,2.0,1,3,1.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2018,1
2,Muneshwara Block,12.9446991,77.5486215,4,1,1,1,650,2.0,1.0,1,2.0,1.0,3.0,2,3,1.0,9500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,2017,1
3,Banashankari,12.9382797,77.53328805,2,1,1,3,1200,6.0,2.0,2,3.0,0.0,1.0,1,2,1.0,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,2017,0
1,Bommanahalli,12.90801935,77.62443514,4,1,1,1,600,0.0,1.0,1,1.0,4.0,4.0,2,3,1.0,10000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,12,2,2017,4
1,Wilson Garden,12.94148797,77.59883211,4,0,1,1,600,5.0,1.0,1,1.0,3.0,4.0,3,2,1.0,11500.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22,7,2018,3
2,HSR Layout,12.90118829,77.64206874,2,1,1,3,750,0.0,2.0,1,2.0,1.0,4.0,3,1,2.0,18000.0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,6,10,2018,11
3,"Eastwood Township,Harlur",12.9020624,77.6640759,2,1,1,3,1755,0.0,3.0,2,3.0,7.0,14.0,3,1,2.0,43000.0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,13,10,2017,14
2,"Kasavanahalli, Bengaluru, Karnataka, India",12.9066841,77.6757011,2,1,1,3,1200,4.0,2.0,5,2.0,2.0,4.0,3,1,2.0,18500.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,6,8,2018,6
0,Indiranagar,12.96588542,77.64111742,4,0,1,1,300,5.0,1.0,2,1.0,0.0,3.0,1,3,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,2018,1
2,Kaggadasapura,12.96974561,77.67344681,2,1,1,1,1200,8.0,2.0,1,0.0,1.0,2.0,1,3,0.0,11500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,2018,0
0,Brookefield,12.95985355,77.7237023,4,0,1,1,315,0.0,1.0,1,1.0,4.0,4.0,2,1,1.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,7,2018,2
2,"Pristine Park, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru, Karnataka 560075, India",12.9761073,77.65298678,4,1,1,3,1300,15.0,2.0,2,2.0,0.0,4.0,1,1,2.0,25000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,5,2018,2
2,Banashankari,12.91431185,77.5670466,2,1,1,1,900,20.0,2.0,1,2.0,0.0,1.0,1,3,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,13,7,2017,4
1,Basavanagudi,12.92953865,77.56410041,2,1,1,1,800,10.0,1.0,2,1.0,1.0,2.0,1,3,1.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,2018,1
2,Harlur,12.90027925,77.65175498,2,1,1,3,1260,7.0,2.0,2,2.0,1.0,4.0,2,1,2.0,20500.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,27,2,2018,17
2,Cox Town,12.99506413,77.61908799,4,0,1,0,800,15.0,2.0,3,2.0,1.0,2.0,1,3,1.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,2017,1
2,J P Nagar Phase 5,12.9014229,77.5860753,2,1,1,3,1104,10.0,2.0,1,1.0,3.0,4.0,1,1,1.0,15500.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,3,2017,3
3,Vijaya Nagar,12.97522359,77.52327194,2,0,1,3,1400,3.0,2.0,2,2.0,2.0,3.0,1,1,1.0,25000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,3,2018,2
2,Munnekollal,12.95214794,77.70678639,4,1,1,2,500,8.0,1.0,5,1.0,2.0,3.0,2,3,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,2017,1
2,Bommanahalli,12.90779058,77.62431042,2,1,1,1,650,10.0,1.0,4,1.0,1.0,2.0,2,3,0.0,9500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,9,2018,4
2,Kadubeesanahalli,12.93441868,77.7033844,4,0,1,3,1178,4.0,2.0,3,5.0,4.0,4.0,3,1,2.0,21000.0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,25,2,2018,9
2,Basavanagudi,12.93877232,77.56344739,4,1,1,1,600,3.0,1.0,1,2.0,2.0,2.0,1,3,1.0,12500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,7,2018,2
2,JP Nagar,12.9059543,77.575215,2,1,1,1,1202,35.0,2.0,1,1.0,1.0,1.0,2,3,1.0,15000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,21,12,2017,4
2,Papareddipalya,12.97187352,77.50737681,4,0,1,3,900,1.0,2.0,1,2.0,2.0,3.0,2,3,1.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,6,2017,3
2,Vijayanagar,12.96668382,77.51906459,2,1,1,3,600,12.0,1.0,3,1.0,1.0,2.0,1,3,1.0,8500.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,20,6,2018,5
2,Kaggadasapura,12.98128434,77.68281703,2,1,1,1,1000,5.0,2.0,1,2.0,0.0,1.0,2,2,1.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2018,1
2,Basaweshwara Nagar,12.99944319,77.53041501,2,0,1,1,1000,3.0,2.0,3,2.0,2.0,3.0,2,3,1.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,21,1,2018,3
1,Chamrajpet,12.95873207,77.56269594,4,1,1,1,600,2.0,1.0,2,0.0,3.0,3.0,2,3,1.0,10300.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,2018,1
2,"EPIP Zone,Whitefield",12.9714889,77.7156231,2,1,1,0,1280,3.0,2.0,3,6.0,4.0,4.0,3,1,2.0,26000.0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,19,2,2018,11
2,HSR Layout,12.90318291,77.64818097,2,1,1,2,1100,10.0,2.0,4,4.0,3.0,4.0,2,1,1.0,27500.0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,10,9,2017,9
2,"ITPL, Pattandur Agrahara, Whitefield, Bengaluru, Karnataka 560066, India",12.97272427,77.73392554,4,0,1,3,1460,0.0,2.0,2,3.0,0.0,3.0,2,1,2.0,22000.0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,18,9,2017,9
1,Jayanagar,12.92262309,77.59289238,1,1,1,1,500,3.0,1.0,4,1.0,2.0,2.0,2,3,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15,6,2018,3
2,VV Puram,12.95249399,77.57630352,2,1,0,1,750,20.0,2.0,2,0.0,1.0,2.0,1,3,0.0,15000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,29,11,2017,5
1,BTM Layout,12.919482,77.61209741,4,1,1,1,600,10.0,1.0,4,1.0,1.0,2.0,2,3,1.0,12000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,6,2018,2
2,Whitefield,12.97878984,77.73404473,2,0,1,3,1000,2.0,2.0,1,2.0,0.0,1.0,2,3,1.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,2018,2
2,"Dodda Nekkundi Extension,Doddanekkundi",12.9719166,77.7042979,2,0,1,3,1074,0.0,2.0,3,3.0,3.0,3.0,3,1,2.0,21500.0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,26,2,2018,9
1,Marathahalli,12.95615915,77.6955071,4,1,1,1,550,4.0,1.0,2,1.0,1.0,1.0,1,3,1.0,9000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,20,6,2018,4
