type,locality,latitude,longitude,lease_type,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,rent,lift,gym,internet,ac,club,intercom,pool,cpa,fs,servant,security,sc,gp,park,rwh,stp,hk,pb,vp,activation_day,activation_month,activation_year,Total_amenities
BHK2,Kaggadasapura,12.98372341,77.67733197,FAMILY,1,SEMI_FURNISHED,BOTH,990,8.0,2.0,E,3.0,1.0,4.0,CORP_BORE,AP,3.0,16500.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,4,2017,4
BHK2,Srinivaspura,12.9040757,77.5046653,FAMILY,0,SEMI_FURNISHED,BOTH,930,5.0,2.0,W,2.0,1.0,4.0,CORP_BORE,AP,2.0,9000.0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,9,1,2017,10
BHK2,Whitefield,12.99181967,77.71945421,FAMILY,1,SEMI_FURNISHED,BOTH,1150,1.0,2.0,W,5.0,1.0,3.0,CORP_BORE,AP,1.0,22000.0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,12,2,2017,9
BHK3,Doddakannelli,12.90693045,77.69490607,ANYONE,1,SEMI_FURNISHED,BOTH,1900,10.0,3.0,W,4.0,0.0,1.0,BOREWELL,IH,2.0,26000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,2018,1
BHK2,Gunjur,12.92972962,77.72882934,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1100,0.0,2.0,N,2.0,0.0,2.0,BOREWELL,IF,0.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,10,2017,2
BHK2,Mahadevapura,12.99312087,77.68029815,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,900,0.0,2.0,E,2.0,2.0,3.0,CORP_BORE,IH,1.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,8,2018,3
BHK2,HSR Layout,12.90719507,77.6328256,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1000,1.0,2.0,E,2.0,1.0,4.0,CORP_BORE,IF,0.0,22000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,11,2017,2
BHK1,Old Baiyyappanahalli,12.99439312,77.64207936,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,400,1.0,1.0,N,0.0,2.0,2.0,CORP_BORE,IF,0.0,8000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,4,2018,4
BHK2,#8 1st  main. 4th cross Bhuvaneshwari nagar. c.v Ramannagar Bangalore 560093. opp konda residency,12.98440063,77.66536698,ANYONE,1,SEMI_FURNISHED,NONE,650,15.0,2.0,S,1.0,1.0,2.0,CORP_BORE,IF,1.0,11500.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,27,12,2017,3
BHK2,Murgesh Pallya,12.9528486,77.6557423,ANYONE,1,FULLY_FURNISHED,BOTH,1250,1.0,2.0,E,4.0,2.0,5.0,CORP_BORE,AP,2.0,39000.0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,9,11,2017,11
BHK3,BTM Layout,12.91239949,77.60617796,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1100,10.0,2.0,S,1.0,1.0,3.0,CORP_BORE,AP,0.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,9,2017,2
BHK1,Bommanahalli,12.90610235,77.62293175,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,400,0.0,1.0,E,1.0,1.0,4.0,BOREWELL,IF,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,2018,1
BHK2,C V Raman Nagar,12.9854542,77.6639248,FAMILY,1,SEMI_FURNISHED,BOTH,950,20.0,1.0,N,0.0,0.0,2.0,CORPORATION,IF,0.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,19,8,2017,4
BHK2,Banashankari Stage II,12.92818281,77.57350829,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,900,5.0,2.0,NE,3.0,1.0,3.0,CORPORATION,IF,1.0,18000.0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,18,6,2018,6
BHK3,"RR Nagar,",12.9067141,77.52194084,ANYONE,1,SEMI_FURNISHED,BOTH,1000,3.0,2.0,N,3.0,1.0,1.0,CORP_BORE,IH,0.0,18000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,21,2,2018,5
BHK1,BTM Layout 1,12.92111634,77.61556438,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,400,0.0,1.0,W,1.0,0.0,3.0,CORP_BORE,IH,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,2018,1
RK1,HSR Layout,12.91883742,77.64306343,BACHELOR,0,SEMI_FURNISHED,TWO_WHEELER,175,3.0,1.0,N,1.0,4.0,4.0,CORP_BORE,IF,0.0,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2018,1
RK1,HSR Layout,12.91577524,77.65149796,BACHELOR,1,SEMI_FURNISHED,TWO_WHEELER,300,2.0,1.0,E,1.0,1.0,1.0,CORP_BORE,IF,1.0,10000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,7,2018,4
BHK1,Chinnapanna Halli,12.97029934,77.70306338,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,500,5.0,1.0,E,1.0,0.0,3.0,CORP_BORE,IF,1.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,2018,1
BHK2,ITPL,12.99339294,77.7173233,FAMILY,1,SEMI_FURNISHED,BOTH,1177,5.0,2.0,N,1.0,4.0,4.0,BOREWELL,AP,1.0,17500.0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,5,2,2018,9
BHK4,Whitefield,12.98283974,77.74802997,ANYONE,1,SEMI_FURNISHED,BOTH,2300,10.0,4.0,N,7.0,0.0,2.0,CORP_BORE,IH,1.0,45000.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,22,7,2018,4
BHK3,RR Nagar,12.90756801,77.52357032,ANYONE,0,SEMI_FURNISHED,BOTH,1710,3.0,2.0,W,0.0,0.0,4.0,CORPORATION,AP,1.0,14000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,9,9,2017,6
BHK2,Mahaganapathi Nagar,12.98744455,77.54756172,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,750,6.0,1.0,E,2.0,1.0,2.0,CORP_BORE,IF,0.0,16000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,12,3,2017,4
BHK3,Marathahalli,12.9581531,77.7078499,FAMILY,1,SEMI_FURNISHED,BOTH,1583,8.0,3.0,N,3.0,4.0,9.0,CORPORATION,AP,3.0,36000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,13,6,2018,17
BHK1,BTM Layout,12.92591672,77.61453701,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,400,10.0,1.0,N,1.0,3.0,3.0,CORPORATION,IF,1.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,2018,0
BHK2,Banashankari,12.92336553,77.55331798,FAMILY,1,SEMI_FURNISHED,BOTH,1050,13.0,2.0,N,4.0,1.0,3.0,CORP_BORE,AP,1.0,13500.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,21,4,2018,6
BHK2,Kadubeesanahalli,12.93546985,77.69611806,FAMILY,1,SEMI_FURNISHED,BOTH,950,2.0,2.0,E,2.0,2.0,5.0,BOREWELL,AP,1.0,17500.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,4,2018,2
BHK2,BTM Layout 1,12.92044247,77.61072899,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,7.0,2.0,E,2.0,2.0,3.0,CORP_BORE,IF,2.0,17000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,2017,1
BHK1,Vimanapura,12.96479894,77.67546044,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,410,0.0,1.0,E,2.0,2.0,4.0,CORP_BORE,IF,1.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,24,4,2018,2
BHK1,BTM 2nd Stage,12.90720461,77.60827162,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,500,15.0,1.0,N,1.0,0.0,2.0,CORP_BORE,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,9,11,2017,4
BHK3,Madiwala,12.92095244,77.61840061,FAMILY,1,FULLY_FURNISHED,BOTH,1300,5.0,3.0,N,3.0,2.0,3.0,CORPORATION,AP,2.0,24000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,8,2018,5
BHK3,RR Nagar,12.93237466,77.51616465,FAMILY,0,SEMI_FURNISHED,BOTH,2200,0.0,3.0,E,0.0,2.0,3.0,CORP_BORE,IF,1.0,30000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,27,2,2018,3
BHK2,"Harlur Main Road, PWD Quarters, Eastwood Township, Harlur, Bengaluru, Karnataka, India",12.9068771,77.6634729,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1290,0.0,2.0,N,3.0,0.0,20.0,CORP_BORE,AP,1.0,34000.0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,16,6,2018,10
BHK2,Sivanchetti Gardens,12.98200604,77.61197545,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,750,1.0,1.0,E,2.0,1.0,3.0,CORPORATION,IF,1.0,23000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,8,2017,1
BHK2,Ittamadu,12.9197871,77.54196622,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,800,15.0,2.0,N,2.0,2.0,3.0,CORP_BORE,IF,0.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,2017,1
BHK2,Nagarbhavi,12.96133344,77.51003833,FAMILY,1,SEMI_FURNISHED,BOTH,1065,11.0,2.0,E,3.0,1.0,3.0,CORP_BORE,AP,2.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2017,1
BHK2,Banashankari,12.92716824,77.5508125,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,1200,0.0,2.0,E,0.0,0.0,2.0,CORP_BORE,IH,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,2018,1
BHK2,Bellandur,12.9255435,77.66892915,ANYONE,0,FULLY_FURNISHED,BOTH,1200,10.0,2.0,W,2.0,2.0,4.0,BOREWELL,AP,1.0,20000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,6,2017,4
BHK3,Whitefield,12.969717,77.735446,FAMILY,0,SEMI_FURNISHED,BOTH,1500,0.0,2.0,W,2.0,4.0,4.0,BOREWELL,AP,2.0,21000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,28,7,2018,15
BHK2,Indiranagar,12.96802088,77.64204016,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,500,20.0,2.0,W,1.0,0.0,2.0,CORPORATION,IF,0.0,17000.0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,23,6,2018,6
BHK2,Brookefield,12.96869692,77.71286954,ANYONE,1,SEMI_FURNISHED,BOTH,950,2.0,2.0,E,3.0,1.0,4.0,CORP_BORE,IF,1.0,20000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,20,5,2018,5
BHK1,Marathahalli,12.94759145,77.70374365,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,700,5.0,1.0,N,0.0,2.0,4.0,CORPORATION,IF,1.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,2017,0
BHK2,Kaggadasapura,12.98165791,77.67990443,FAMILY,0,SEMI_FURNISHED,BOTH,1200,13.0,2.0,N,2.0,4.0,4.0,CORPORATION,AP,2.0,20000.0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,31,7,2017,7
BHK2,Whitefield,12.96167703,77.74719309,FAMILY,1,SEMI_FURNISHED,BOTH,1320,0.0,2.0,W,2.0,13.0,17.0,BOREWELL,AP,1.0,30000.0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,28,11,2017,8
BHK1,Basaveshwara Nagar,12.98648475,77.54040008,FAMILY,0,NOT_FURNISHED,TWO_WHEELER,600,5.0,1.0,S,0.0,1.0,1.0,CORPORATION,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,2018,1
BHK1,Thyagaraja Nagar,12.93185294,77.56717613,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,500,5.0,1.0,N,0.0,1.0,2.0,CORP_BORE,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,21,1,2018,4
BHK2,C V Raman Nagar,12.98126781,77.65720472,FAMILY,1,SEMI_FURNISHED,BOTH,900,0.0,2.0,S,4.0,0.0,0.0,CORP_BORE,IH,0.0,22000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,2018,1
BHK3,Kumaraswamy Layout,12.90592028,77.56052776,ANYONE,1,SEMI_FURNISHED,BOTH,1300,3.0,4.0,E,6.0,2.0,3.0,CORPORATION,IF,2.0,19000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,22,5,2018,5
BHK3,Banashankari,12.92645134,77.56448773,FAMILY,0,SEMI_FURNISHED,BOTH,1800,10.0,3.0,E,3.0,0.0,0.0,CORPORATION,IH,0.0,30000.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,12,2018,4
BHK2,near by hosahalli metro station,12.9800698,77.5388257,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,500,2.0,1.0,N,2.0,3.0,3.0,CORP_BORE,IH,0.0,8500.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,5,2018,3
BHK2,Kamaksipalya,12.9861169,77.52622441,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,3.0,2.0,E,2.0,0.0,1.0,CORP_BORE,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19,1,2018,3
BHK2,Sampangi Rama Nagar,12.96560453,77.58964077,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,500,15.0,1.0,N,2.0,1.0,2.0,CORPORATION,IF,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16,4,2018,3
BHK1,Murugeshpalya,12.95556705,77.65450938,FAMILY,0,SEMI_FURNISHED,NONE,600,4.0,1.0,E,1.0,1.0,3.0,CORP_BORE,IF,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,2018,2
BHK2,Marathahalli,12.95615462,77.6959964,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1200,5.0,2.0,S,8.0,2.0,3.0,CORPORATION,IF,1.0,18000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9,2017,2
BHK2,BTM Layout,12.9167837,77.60690516,FAMILY,1,SEMI_FURNISHED,BOTH,1100,6.0,1.0,E,2.0,0.0,2.0,CORPORATION,IF,0.0,17500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,12,2017,1
RK1,Marathahalli,12.9559777,77.69383823,BACHELOR,0,SEMI_FURNISHED,TWO_WHEELER,100,1.0,1.0,N,1.0,3.0,3.0,CORPORATION,IF,1.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,19,5,2018,4
BHK3,Chikkalasandra,12.9120815,77.5462476,FAMILY,1,SEMI_FURNISHED,BOTH,1403,9.0,3.0,W,3.0,1.0,4.0,CORP_BORE,AP,2.0,18000.0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,31,8,2017,8
BHK2,Doddanekkundi,12.96624236,77.703027,FAMILY,1,SEMI_FURNISHED,BOTH,1000,10.0,2.0,N,2.0,4.0,4.0,BOREWELL,AP,1.0,18000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,7,6,2018,6
BHK2,Varthur,12.9429665,77.7499772,FAMILY,1,SEMI_FURNISHED,BOTH,1073,0.0,2.0,W,2.0,3.0,4.0,BOREWELL,AP,2.0,18500.0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,18,6,2018,14
BHK3,Kumaraswamy Layout,12.90911283,77.56580077,ANYONE,1,SEMI_FURNISHED,BOTH,1500,7.0,4.0,N,4.0,2.0,2.0,CORPORATION,IF,3.0,19000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,7,2018,3
BHK3,Kempapura,12.9466275,77.6759993,FAMILY,0,SEMI_FURNISHED,BOTH,1700,5.0,3.0,E,3.0,1.0,4.0,CORP_BORE,AP,2.0,24000.0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,3,4,2018,13
BHK2,BTM 2nd Stage,12.90861417,77.61081726,FAMILY,1,SEMI_FURNISHED,BOTH,900,9.0,2.0,N,2.0,1.0,1.0,CORP_BORE,IF,1.0,17500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2018,1
BHK2,Hoodi,12.97950309,77.71032668,ANYONE,1,SEMI_FURNISHED,BOTH,1200,1.0,2.0,E,2.0,7.0,10.0,CORP_BORE,AP,3.0,26000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,6,10,2018,13
BHK3,Malleshwaram West,12.99854029,77.56774935,ANYONE,1,SEMI_FURNISHED,BOTH,1500,15.0,2.0,E,3.0,1.0,4.0,CORP_BORE,AP,2.0,35000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,25,1,2018,5
BHK3,"Green Glen Layout,Bellandur",12.9241252,77.6657653,ANYONE,0,SEMI_FURNISHED,BOTH,1875,18.0,3.0,W,3.0,10.0,11.0,BOREWELL,AP,2.0,32000.0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,4,2018,17
RK1,Kaggadasapura,12.97148635,77.66495586,ANYONE,0,SEMI_FURNISHED,BOTH,350,1.0,1.0,E,2.0,1.0,1.0,CORPORATION,IF,0.0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,2018,1
BHK3,Chikkakannalli,12.90119245,77.70737121,FAMILY,1,SEMI_FURNISHED,BOTH,1360,0.0,3.0,E,3.0,4.0,4.0,CORP_BORE,AP,2.0,25000.0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,7,6,2018,13
BHK2,Kasavanahalli,12.91115972,77.67739342,FAMILY,0,SEMI_FURNISHED,BOTH,1497,8.0,2.0,E,2.0,3.0,8.0,CORP_BORE,AP,2.0,31000.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,2018,18
BHK3,Kaggadasapura,12.97668413,77.6803543,ANYONE,1,FULLY_FURNISHED,BOTH,1600,5.0,2.0,E,6.0,2.0,3.0,BOREWELL,AP,2.0,34000.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29,6,2018,5
BHK3,Koramangala,12.92446561,77.62717185,FAMILY,1,SEMI_FURNISHED,BOTH,1635,0.0,2.0,E,3.0,1.0,2.0,CORPORATION,IF,3.0,42000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,8,2017,2
BHK3,Wilson Garden,12.94580933,77.5981763,ANYONE,0,SEMI_FURNISHED,BOTH,1800,6.0,3.0,E,3.0,0.0,1.0,CORP_BORE,IH,0.0,40000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,10,2017,3
BHK1,Varthur,12.92205488,77.72315009,ANYONE,1,SEMI_FURNISHED,BOTH,633,1.0,1.0,E,1.0,2.0,3.0,CORP_BORE,AP,1.0,10000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,2,7,2018,15
BHK2,JP Nagar 1st Phase,12.90762068,77.57349563,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,700,10.0,2.0,E,1.0,2.0,3.0,CORP_BORE,IF,1.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11,2018,2
BHK3,Siddapura,12.9567531,77.728298,FAMILY,0,SEMI_FURNISHED,BOTH,1470,2.0,2.0,E,4.0,5.0,12.0,BOREWELL,AP,2.0,29000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,29,4,2018,17
BHK2,Hanumanthnagar,12.94152265,77.55473553,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,900,5.0,2.0,SE,2.0,1.0,3.0,CORP_BORE,IF,0.0,16000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,12,2017,2
RK1,Banashankari 3rd Stage,12.9345271,77.5435215,BACHELOR,0,SEMI_FURNISHED,TWO_WHEELER,300,3.0,1.0,E,2.0,0.0,2.0,CORP_BORE,IF,1.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,10,2017,1
BHK1,Munnekollal,12.9485673,77.70827214,FAMILY,1,SEMI_FURNISHED,BOTH,900,2.0,1.0,E,4.0,1.0,4.0,CORPORATION,IF,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,27,5,2018,4
BHK1,Adugodi,12.94384004,77.6056845,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,330,0.0,1.0,S,1.0,3.0,5.0,CORP_BORE,IH,1.0,12000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,21,7,2018,5
BHK3,Kaggadasapura,12.97852717,77.67979451,FAMILY,0,SEMI_FURNISHED,FOUR_WHEELER,1525,10.0,2.0,E,3.0,3.0,3.0,BOREWELL,AP,1.0,17000.0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,24,2,2018,11
BHK2,Whitefield,12.9746783,77.7583008,FAMILY,1,SEMI_FURNISHED,BOTH,1163,0.0,2.0,W,2.0,1.0,4.0,CORP_BORE,AP,1.0,18000.0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,22,4,2018,7
BHK2,Nagondanahalli,12.97059183,77.76700045,FAMILY,0,SEMI_FURNISHED,BOTH,700,1.0,1.0,N,2.0,2.0,3.0,BOREWELL,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19,6,2018,3
BHK1,Indiranagar,12.98547617,77.64565312,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,550,10.0,2.0,S,1.0,1.0,3.0,CORP_BORE,IF,1.0,11500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,2017,0
BHK2,Bommanahalli,12.90709019,77.62316895,ANYONE,1,SEMI_FURNISHED,BOTH,1150,0.0,2.0,E,2.0,3.0,4.0,CORP_BORE,AP,1.0,22000.0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,6,1,2018,15
BHK1,HSR Layout,12.90947529,77.63627038,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,500,1.0,1.0,E,1.0,2.0,2.0,CORP_BORE,IF,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,12,7,2017,4
BHK2,Banashankari,12.9000148,77.52719199,FAMILY,1,SEMI_FURNISHED,BOTH,975,1.0,2.0,E,2.0,8.0,12.0,CORP_BORE,AP,1.0,16600.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,6,2018,17
BHK1,Banashankari 3rd Stage,12.92869314,77.56228443,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,600,6.0,1.0,S,1.0,3.0,3.0,CORP_BORE,IF,1.0,9000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,23,1,2018,4
BHK2,"1st Phase, JP Nagar, Bengaluru, Karnataka, India",12.9118374,77.579495,FAMILY,1,SEMI_FURNISHED,NONE,750,0.0,1.0,N,3.0,1.0,2.0,CORP_BORE,IF,1.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,26,2,2018,3
BHK2,carmelaram,12.90696756,77.70492821,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1200,5.0,2.0,N,2.0,0.0,3.0,BOREWELL,IF,0.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24,4,2018,3
RK1,"Koramangala, 6th Block",12.93901375,77.62715123,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,400,5.0,1.0,NE,1.0,2.0,2.0,CORPORATION,IF,1.0,10500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,25,7,2017,4
BHK3,RR Nagar,12.9136389,77.52910801,FAMILY,1,SEMI_FURNISHED,BOTH,1575,5.0,2.0,N,4.0,2.0,2.0,CORP_BORE,AP,1.0,17000.0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,5,2,2018,10
BHK2,"Nallurhalli,Whitefield",12.9703009,77.7394709,FAMILY,1,SEMI_FURNISHED,BOTH,1205,0.0,2.0,W,2.0,2.0,10.0,BOREWELL,AP,1.0,22000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,21,6,2018,14
BHK2,"Jaya Nagar East,Jayanagar",12.93725879,77.585837,FAMILY,0,SEMI_FURNISHED,BOTH,1200,15.0,2.0,N,3.0,3.0,3.0,CORPORATION,AP,4.0,38000.0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,25,1,2018,10
BHK1,BTM Layout 1,12.91973751,77.6131214,BACHELOR,0,SEMI_FURNISHED,TWO_WHEELER,700,3.0,1.0,W,1.0,1.0,2.0,CORP_BORE,IF,1.0,9000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28,3,2018,3
BHK3,Basavanagudi,12.93701404,77.56645441,ANYONE,1,SEMI_FURNISHED,BOTH,1350,1.0,3.0,NE,8.0,3.0,3.0,CORP_BORE,AP,1.0,25000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21,11,2017,3
BHK3,"Dodda Nekkundi Extension,Doddanekkundi",12.9726913,77.7005274,ANYONE,1,FULLY_FURNISHED,BOTH,1850,5.0,3.0,E,3.0,0.0,10.0,CORP_BORE,AP,5.0,43000.0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,29,6,2018,10
